ID	Domain	Phylum	Class	Order	Family	Genus	Species	score	completeness	contamination	strain_heterogeneity	size	N50	cluster_members
Sg_D05_31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__JAAYXM01	g__RGIG7332	s__RGIG7332 sp934646115	65.9292623026375	64.14	0	0	1147057	3789	1
Sg_D06_16	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__	39.90634912788526	55.41	3.57	17.65	1841690	2707	1
Sg_D09_14	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter cloacae_I	15.665306093030665	52.33	8.41	43.48	2756348	2866	1
Sg_D09_9	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus rubneri	36.43904175087611	67.01	7.47	66.67	1401176	3959	1
Sg_D10_12	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella xylaniphila	101.72305984839291	99.13	0	0	3715573	153504	2
Sg_D10_13	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	87.0928843440011	96.31	2.28	0	2119722	23215	1
Sg_D10_17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides ovatus	95.70676413926212	98.4	1.24	81.82	5916404	96470	1
Sg_D10_2	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A sp900555845	94.306109841637	97.75	1.12	0	2229757	20522	1
Sg_D18_12	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900551195	98.41552287828188	100	0.81	0	2262400	85319	1
Sg_D18_32	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp900541335	90.06428260504197	91.82	0.93	37.5	2495675	123329	1
Sg_D18_45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes hadrus	96.4677649491615	97.32	0.67	0	2469434	98976	2
Sg_E04_12	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_B	s__Fusobacterium_B sp900541465	102.54767360938362	100	0	0	2424505	124551	1
Sg_E04_14	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kluyvera	s__Kluyvera georgiana_A	70.48124837871688	71.9	0.86	100	4860347	11028	1
Sg_E04_24	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium_AQ	s__Clostridium_AQ sp003481775	82.28654399279512	80.35	0	0	3484073	7466	1
Sg_E06_10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp900545585	93.4459208141839	94.3	0.67	0	2183262	98139	2
Sg_E06_24	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp905215505	91.63704763594977	100	2.19	6.67	2368047	76199	1
Sg_E07_6	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Sutterella	s__	65.58749014546399	74.09	2.09	0	1730636	7852	1
Sg_E10_15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900066505	94.82775897343521	98.42	1.29	33.33	2990941	71714	1
Sg_E10_27	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Thermophilibacter	s__Thermophilibacter stercoravium	88.9218392404684	91.83	1.1	33.33	1885766	28211	1
Sg_E10_34	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Thermophilibacter	s__Thermophilibacter provencensis	92.55483694100192	95	0.97	33.33	2180170	14557	1
Sg_E10_42	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__	62.25134338357992	68.02	1.55	14.29	1702709	3309	1
Sg_E10_44	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Lentihominibacter	s__Lentihominibacter excrementavium	96.3090947782584	97.76	0.71	0	1865897	15783	1
Sg_E10_50	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A obeum	101.17315301464986	99.01	0.08	100	3550007	92535	2
Sg_E11_12	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella sp944321525	60.13277725361703	58.36	0	0	2319894	3512	1
Sg_E11_39	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces oris_C	45.06274515684968	52.21	1.86	30	1334121	1547	1
Sg_E11_45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp900551995	85.0851415565798	87.72	1.07	60	1353562	14005	1
Sg_E12_16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Extibacter	s__Extibacter sp017566055	93.76751492817851	95.49	0.78	0	3609520	22648	1
Sg_E12_21	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__Ventrimonas sp900538475	102.00854203834801	99.37	0	0	2829752	189271	1
Sg_E12_29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella porci	94.06027369636215	97.7	1.25	0	6654878	166168	2
Sg_E12_35	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus gallinarum	100.16427139338276	97.65	0	0	1743009	106793	1
Sg_EA44_4	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_C	s__Enterococcus_C diestrammenae_A	80.64892092403383	80.27	0.42	0	2143541	90749	1
Sg_EA47_17	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae	102.28574461581543	100	0.04	0	5113191	93646	2
Sg_EA47_20	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	62.779224760589926	75.39	3.25	58.82	1700728	2852	1
Sg_EA47_9	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Faecalibacillus	s__Faecalibacillus faecis	101.4137552814801	99.06	0	0	2613339	50993	1
Sg_EA49_10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900544975	92.28728612209369	93.51	0.67	0	2431262	17971	2
Sg_EA53_18	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Sutterella	s__	71.15576292574933	79.19	2.12	40	1772763	2726	1
Sg_EA57_4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Evtepia	s__Evtepia faecavium	91.84214649156134	92.22	0.45	0	1821941	5550	2
Sg_EA57_9	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__	65.26348154787892	93.26	6.25	16.67	1986121	26498	1
Sg_EA61_27	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	98.06535354436436	99.73	0.89	50	2190156	47941	1
Sg_EA63_1	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp003439125	97.41022211414713	100	0.97	0	2330426	33147	1
Sg_EA63_14	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus ruminis	101.6201396066178	99.4	0	0	2062263	27560	1
Sg_EA63_2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella rara	78.58796036164532	81.43	0.97	12.5	2796110	5935	1
Sg_EA72_27	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900548365	98.82439713660987	99.6	0.65	0	2258238	88878	1
Sg_EB02_13	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	62.492889106414296	74.56	2.9	20	1729301	5079	1
Sg_EB03_22	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella biformis	97.017881196692	97.37	0.54	25	2077315	26654	2
Sg_EB04_23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__UBA10281	s__UBA10281 sp900554485	83.09293116224481	89.17	1.61	0	1768545	8828	1
Sg_EB04_6	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900552515	90.75904594322712	95.08	1.34	20	2702321	16676	1
Sg_EB08_12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Peptacetobacter	s__Peptacetobacter hiranonis	102.36976639470865	100	0	0	2244589	54895	1
Sg_EB09_7	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella quasipneumoniae	98.9916246596598	99.3	0.61	45.45	5474150	84871	2
Sg_EB10_11	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	95.13904883574345	100	1.61	50	2120281	58627	1
Sg_EB13_21	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	89.30902305156441	93.31	1.36	50	2102732	17300	1
Sg_EB13_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	13.739762575284292	52.83	9.09	45.45	2432183	28623	1
Sg_EB16_19	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	92.6072045526512	95.79	1.21	50	2127178	33451	1
Sg_EB17_6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp000437735	100.77079514310387	98.49	0	0	2677293	36441	2
Sg_EB21_10	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	48.44932925810418	85.75	9.08	68.75	2313286	5172	1
Sg_EB28_15	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	57.91351373191083	91.03	8.47	88.24	1932197	3305	1
Sg_EM03_33	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp905208635	98.5239015196872	100	0.81	0	2294882	140541	1
Sg_EM03_4	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-302	s__CAG-302 sp000431795	95.05918127996212	92.42	0	0	1280676	189829	2
Sg_EM03_7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A pullistercoris	102.66984593824436	100	0	0	2851328	218621	2
Sg_EM12_22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__CAG-269 sp000431335	72.4885015665823	76.78	1.34	0	1497857	65615	2
Sg_EM12_46	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes avistercoris	98.86771587021441	98.56	0.51	50	2320211	160484	2
Sg_EM12_61	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E sp003526955	99.49525166430747	98.66	0.34	0	2390110	117626	2
Sg_EM22_6	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter kobei	94.8338411981843	98.22	1.31	46.15	4585366	131387	1
Sg_EM25_21	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__	52.1561457067116	62.25	2.55	35.71	1441571	3098	1
Sg_EM25_40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus sp000435195	93.77347892489463	97.83	1.28	0	2293553	48636	1
Sg_EM27_9	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__	31.68701661724014	55.62	5.56	32.43	1159953	13422	1
Sg_EM30_38	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella copri_A	94.95707998683832	96.79	0.86	0	3491592	85933	2
Sg_EM30_40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp000436835	101.50518886833086	98.66	0	0	2124899	490205	2
Sg_EM30_47	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp015594605	94.89505225232121	99.06	1.45	55.56	1891031	36213	1
Sg_EM32_2	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Amedibacillus	s__Amedibacillus dolichus	102.46723660041519	100	0	0	2012349	85995	1
Sg_EM33_11	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	74.39402336632448	97.18	5.29	30.77	2200854	11819	1
Sg_EM33_31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Baileyella	s__	98.21379772465437	95.74	0	0	1949606	88633	1
Sg_EM33_7	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__	s__	99.0645752277738	99.54	0.55	0	4116543	35412	1
Sg_EM34_4	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli	102.42485127190416	99.97	0.04	0	5068172	204034	2
Sg_G02_6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pelethomonas	s__Pelethomonas sp017887695	36.11224418125672	51.55	3.45	0	1643320	4212	1
Sg_G06_4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__UBA737 sp900549755	73.58563317453775	76.02	0.86	0	1547174	5386	2
Sg_G06_49	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A succinatutens	99.47335873851348	100	0.6	0	2150923	88454	2
Sg_G06_9	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__Phascolarctobacterium faecium	95.23059614087082	100	1.5	0	2397792	289196	2
Sg_G09_12	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-485	s__CAG-485 sp900760735	81.10095467471609	89.86	2.31	33.33	2710504	11017	1
Sg_G09_28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__	101.13041007113708	98.73	0	0	2347151	63215	1
Sg_G09_33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__Copromonas sp905215775	101.8444166813763	99.37	0	0	2822280	88886	1
Sg_G09_36	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__UBA7173	s__UBA7173 sp900540205	68.19455182508857	66.38	0	0	1701741	4257	1
Sg_G09_37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum lactatifermentans	92.58833945248907	89.93	0	0	2015732	207338	1
Sg_G09_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes onderdonkii	99.63597976143545	99.28	0.48	0	3508098	325057	2
Sg_G09_5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Schaedlerella	s__	83.67535396317506	88.43	1.46	20	2346257	32115	1
Sg_G09_6	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella_A	s__Veillonella_A sp900765165	102.3282330926079	99.85	0	0	2420140	90462	1
Sg_G09_9	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A sp900543175	89.98096003720656	93.26	1.12	0	2159483	43845	1
Sg_G10_31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp900540305	100.04960800988924	97.32	0	0	1834150	287883	1
Sg_G10_33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Lentihominibacter	s__Lentihominibacter faecis	99.89339034434968	97.4	0	0	2151931	97002	2
Sg_G10_35	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella sp003436425	88.89408763727468	90.7	0.84	25	2353638	23344	1
Sg_G10_38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Paraclostridium	s__Paraclostridium sordellii	12.555158285597924	52.24	8.62	16.67	3196864	9045	1
Sg_G10_39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp900539425	100.34580689733187	97.99	0.02	100	1983048	74407	1
Sg_G11_19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-724	s__CAG-724 sp905202255	72.20779752819338	71.22	0.17	0	1329359	4738	1
Sg_G11_2	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Onthocola_B	s__Onthocola_B sp900544625	82.76539767279904	91.57	2.25	0	1167080	77767	1
Sg_G11_20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__UBA11524	s__UBA11524 sp000437595	97.50162504868985	99.3	0.82	33.33	2811969	11393	2
Sg_G11_46	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UBA1381	f__UBA9506	g__UMGS755	s__UMGS755 sp900545185	53.890599144311246	52.16	0	0	986923	2892	1
Sg_G11_47	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_F	s__Ruminococcus_F champanellensis	76.98201809136289	85.1	2.01	0	1662280	7312	1
Sg_G11_78	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__SFTH01	s__SFTH01 sp934645275	59.012217097456855	70.03	2.69	25	1643151	3307	1
Sg_G18_1	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio sp900556755	99.3442493890974	99.88	0.59	0	2492216	67375	2
Sg_G18_10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp900543625	94.96955881968168	95.97	0.67	0	1823782	50017	1
Sg_G18_19	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Coprenecus	s__Coprenecus sp944326235	94.82072808326107	95.48	0.63	0	2679736	95820	1
Sg_G18_3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Faecivicinus	s__Faecivicinus sp900759005	79.20047865811479	90.66	2.69	0	2363453	9571	1
Sg_G18_40	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila_C	98.76222354275255	96.6	0	0	2497197	21108	1
Sg_G19_32	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Baileyella	s__	98.15373439126542	98.94	0.71	0	2215089	336875	1
Sg_G19_41	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA11774	s__UBA11774 sp003507655	97.24542840282452	96.84	0.45	0	2210256	204577	2
Sg_G21_19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Evtepia	s__Evtepia sp934597725	96.18376448060732	97.19	0.67	0	2021860	48700	1
Sg_G21_42	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__UBA1685	s__UBA1685 sp944366945	84.39700239844872	84.75	0.52	50	1843007	9419	1
Sg_G21_58	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium hattorii	97.26895396745552	96.97	0.51	100	2158379	47633	2
Sg_G22_16	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella aerogenes	67.05566290424476	71.71	1.72	100	4454161	28270	2
Sg_G22_30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__UMGS902	s__UMGS902 sp003343845	95.54025441507409	93.06	0	0	2092972	91308	1
Sg_G22_32	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter sp900544615	42.079158147391546	55.17	3.45	66.67	1801129	5225	1
Sg_G22_34	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	55.39475565106449	85.85	7.54	70.59	2028172	6991	1
Sg_G22_40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900544945	93.94937337346407	91.65	0	0	1974675	39696	1
Sg_G26_10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp003525905	96.937538189126	94.63	0	0	2222087	41217	2
Sg_G26_22	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fluxus	99.51320533268745	97.12	0	0	3960020	61152	2
Sg_G26_28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum faecicola	100.4840965875426	97.99	0	0	2197190	97318	2
Sg_G28_27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__QAKW01	g__RGIG9041	s__	64.49319420109352	73.18	2.21	28.57	1436153	2908	1
Sg_G28_7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__UBA644	g__UBA644	s__UBA644 sp002299265	75.7062198737947	73.88	0	0	1382023	4492	1
Sg_G29_16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Avimicrobium	s__Avimicrobium sp934845495	53.424002135748644	51.5	0	0	1016250	7047	1
Sg_G29_18	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio sp900243745	52.527144330473746	57.77	1.38	0	1302207	2062	1
Sg_G29_23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp900549635	89.58704493346241	93.96	1.34	0	2262861	45091	2
Sg_G29_29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Evtepia	s__Evtepia faecigallinarum	96.66660666002933	97.65	0.67	0	2329237	54102	1
Sg_G29_32	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Aphodovivens	s__Aphodovivens avicola	101.53226559605469	99.19	0	0	2175005	48365	2
Sg_G29_33	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp003466125	97.58555956467728	99.19	0.81	0	2191992	77825	2
Sg_G29_34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	77.125302514961	82.4	1.57	33.33	1832695	12707	1
Sg_G31_27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-492	s__CAG-492 sp000434335	78.52885423056426	79.35	0.69	50	1636668	36958	2
Sg_G33_29	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900540875	77.21964472800308	79.35	0.81	0	1404684	6907	1
