"Genome"	"rRNA_5S"	"rRNA_16S"	"rRNA_23S"	"tRNA"	"pass_GUNC"	"Completeness"	"Contamination"	"Heterogeneity"	"Contigs"	"N50"	"GC_content"	"Size"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Score"
"Sg_EA68_5"	0	0	0	12	"True"	53.04	0	0	440	5828	47.7	2153377	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Acetatifactor"	"s__Acetatifactor intestinalis"	53.04
"Sg_EA68_6"	0	0	0	11	"False"	51.12	7.02	75	448	5698	41.5	2175527	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A sp003471165"	16.02
"Sg_EA68_7"	2	0	0	17	"True"	80.55	3.99	38.89	666	3095	59.4	1758081	"d__Bacteria"	"p__Actinomycetota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium adolescentis"	60.6
"Sg_EA68_8"	0	0	0	15	"True"	94.81	0	0	195	19893	42.4	2544087	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Butyribacter"	"s__Butyribacter sp003529475"	94.81
"Sg_EA68_9"	2	0	0	19	"True"	98.32	0	0	61	47045	37.8	2152450	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Eubacterium_R"	"s__Eubacterium_R sp000436835"	98.32
"Sg_EA70_1"	1	1	0	20	"True"	97.96	0.04	100	159	26649	55.6	2776773	"d__Bacteria"	"p__Verrucomicrobiota"	"c__Verrucomicrobiae"	"o__Verrucomicrobiales"	"f__Akkermansiaceae"	"g__Akkermansia"	"s__Akkermansia muciniphila"	97.76
"Sg_EA70_10"	3	0	0	18	"True"	98.66	0	0	59	68863	37.7	2096601	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Eubacterium_R"	"s__Eubacterium_R sp000436835"	98.66
"Sg_EA70_11"	0	0	0	19	"False"	86.79	6.28	61.11	1050	6281	42.2	4212484	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A sp003471165"	55.39
"Sg_EA70_12"	2	0	0	13	"True"	63.33	0	0	482	4809	28.8	1981029	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Coprobacillaceae"	"g__Faecalibacillus"	"s__Faecalibacillus intestinalis"	63.33
"Sg_EA70_13"	1	0	0	13	"False"	93.67	1.48	40	278	15830	34.2	2860328	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Haloplasmatales"	"f__Turicibacteraceae"	"g__Turicibacter"	"s__Turicibacter sanguinis"	86.27
"Sg_EA70_14"	0	0	0	8	"True"	77.09	2.88	42.86	552	3089	56.5	1463440	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes putredinis"	62.69
"Sg_EA70_16"	2	0	0	19	"True"	89.44	4.38	88.89	1175	3783	51.2	3726637	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Escherichia"	"s__Escherichia coli"	67.54
"Sg_EA70_17"	0	0	0	17	"False"	54.47	4.31	75	1269	1808	48	2378951	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__"	32.92
"Sg_EA70_18"	2	0	0	14	"True"	92.72	3.58	25	219	24334	34.9	3351902	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Cellulosilyticaceae"	"g__Zhenhengia"	"s__Zhenhengia yiwuensis"	74.82
"Sg_EA70_19"	1	0	0	17	"True"	92.58	2.15	25	274	10401	49.6	1866413	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-138"	"g__PeH17"	"s__PeH17 sp000435055"	81.83
"Sg_EA70_2"	0	0	0	13	"True"	93.96	0.48	50	181	18726	42.1	2443808	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Agathobacter"	"s__Agathobacter rectalis"	91.56
"Sg_EA70_20"	4	0	0	19	"True"	98.66	0.34	0	96	33847	39.7	2051302	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Ruminococcus_E"	"s__Ruminococcus_E sp003438075"	96.96
"Sg_EA70_21"	0	0	0	14	"True"	60.48	1.91	0	246	14865	45.5	2843059	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A sp900066145"	50.93
"Sg_EA70_22"	1	0	0	19	"True"	73.25	1.48	40	741	2996	58.9	1931794	"d__Bacteria"	"p__Actinomycetota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium dentium"	65.85
"Sg_EA70_23"	1	0	0	11	"False"	64.58	5.36	100	812	2427	59.8	1800407	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Gemmiger"	"s__Gemmiger sp900540595"	37.78
"Sg_EA70_24"	1	0	0	14	"True"	92.51	1.01	50	560	5700	51.4	2321609	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Ruminococcus_C"	"s__Ruminococcus_C callidus"	87.46
"Sg_EA70_25"	7	0	0	15	"False"	56.03	2.59	50	500	6338	26.8	2457458	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Peptostreptococcaceae"	"g__Romboutsia"	"s__Romboutsia timonensis"	43.08
"Sg_EA70_26"	0	0	0	8	"True"	51.39	6.14	25	544	5439	45.3	2452347	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A massiliensis"	20.69
"Sg_EA70_27"	0	0	0	16	"True"	66.67	2	0	85	14090	26.6	935772	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__RF39"	"f__UBA660"	"g__CAG-302"	"s__CAG-302 sp000431795"	56.67
"Sg_EA70_28"	0	0	0	8	"True"	77.6	0.94	0	689	3096	44.7	1840835	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-488"	"s__CAG-488 sp000434055"	72.9
"Sg_EA70_29"	3	0	0	18	"True"	83.62	6.07	53.85	669	3232	60.1	1889671	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__"	53.27
"Sg_EA70_3"	0	0	0	4	"True"	68.63	2.62	0	765	2945	59.4	1996815	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__Limiplasma"	"s__Limiplasma sp900548145"	55.53
"Sg_EA70_30"	1	0	0	12	"False"	96.25	2.1	57.14	612	5873	33.2	2574427	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Holdemanella"	"s__Holdemanella biformis"	85.75
"Sg_EA70_31"	2	0	0	18	"True"	91.09	1.61	0	366	8881	63.6	2416620	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Adlercreutzia"	"s__Adlercreutzia equolifaciens"	83.04
"Sg_EA70_32"	0	0	0	13	"True"	71.85	2.85	40	726	2000	53.3	1400132	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-138"	"g__Phil1"	"s__Phil1 sp001940855"	57.6
"Sg_EA70_33"	0	0	0	15	"True"	54.39	2.63	50	345	6310	49.5	1850611	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Fusicatenibacter"	"s__Fusicatenibacter saccharivorans"	41.24
"Sg_EA70_4"	0	0	0	4	"True"	64.19	3.24	33.33	736	2322	54	1566400	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UBA1417"	"s__UBA1417 sp003531055"	47.99
"Sg_EA70_5"	0	0	0	12	"False"	69.55	6.85	0	300	8656	38.9	2359476	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerobutyricum"	"s__Anaerobutyricum soehngenii"	35.3
"Sg_EA70_6"	0	0	0	14	"True"	98.97	0.89	0	85	62258	34.1	2549570	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Eubacterium_G"	"s__Eubacterium_G ventriosum"	94.52
"Sg_EA70_7"	1	0	0	14	"True"	89.62	5.58	50	599	5166	60.1	2474606	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__Ventricola"	"s__Ventricola sp900542395"	61.72
"Sg_EA70_8"	0	0	0	13	"True"	81.01	1.34	50	392	7882	44.1	2402098	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Coprococcus_A"	"s__Coprococcus_A catus_A"	74.31
"Sg_EA70_9"	0	0	0	10	"True"	90.56	1.68	100	231	12146	42.2	2103163	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Coprococcus"	"s__Coprococcus sp000433075"	82.16
"Sg_EA72_1"	0	0	0	10	"True"	54.16	0	0	317	4085	57.7	1203107	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Slackia_A"	"s__Slackia_A piriformis"	54.16
"Sg_EA72_10"	3	0	0	19	"True"	97.32	0	0	51	61832	53.6	1862140	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-217"	"s__CAG-217 sp000436335"	97.32
"Sg_EA72_11"	0	0	0	18	"False"	65	2.59	50	488	6032	26.7	2296554	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium sp900540255"	52.05
"Sg_EA72_12"	0	0	0	12	"True"	77.05	1.9	50	329	6451	56	1834766	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__Agathobaculum"	"s__Agathobaculum butyriciproducens"	67.55
"Sg_EA72_13"	1	0	0	3	"False"	75.6	0.23	100	392	8046	28.4	2611135	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Peptostreptococcaceae"	"g__Intestinibacter"	"s__Intestinibacter bartlettii"	74.45
"Sg_EA72_14"	0	0	0	14	"True"	92.65	3.36	50	387	8054	37.2	2291686	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerostipes"	"s__Anaerostipes hadrus"	75.85
"Sg_EA72_15"	1	0	0	9	"True"	87.99	0.71	100	173	14704	48	1853260	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Lentihominibacter"	"s__Lentihominibacter faecis"	84.44
"Sg_EA72_16"	1	0	0	8	"True"	86.61	1.6	100	200	8040	41.1	1257612	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Gallibacter"	"s__Gallibacter intestinalis"	78.61
"Sg_EA72_17"	0	0	0	11	"False"	74.85	0.58	100	157	31288	41.5	1819835	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Mediterraneibacter"	"s__Mediterraneibacter faecis"	71.95
"Sg_EA72_18"	0	0	0	11	"False"	93.86	2.12	14.29	179	22130	43.4	2997317	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Agathobacter"	"s__Agathobacter faecis"	83.26
"Sg_EA72_19"	3	0	0	10	"True"	97.65	0.81	0	185	19597	58.8	2274641	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Evtepia"	"s__Evtepia gabavorous"	93.6
"Sg_EA72_2"	0	0	0	13	"True"	78.37	7.76	40	478	5333	56.7	2139481	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Gemmiger"	"s__Gemmiger qucibialis"	39.57
"Sg_EA72_20"	1	0	0	21	"True"	99.33	1.01	0	39	114818	40.9	2092444	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Ruminococcus_E"	"s__Ruminococcus_E bromii_B"	94.28
"Sg_EA72_21"	1	0	0	17	"True"	89.54	2.42	33.33	451	6746	64.7	2099699	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__CAAEEV01"	"s__CAAEEV01 sp900754955"	77.44
"Sg_EA72_22"	0	0	0	13	"True"	69.36	0.32	0	85	38148	45.5	1916549	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A massiliensis"	67.76
"Sg_EA72_23"	0	0	0	13	"True"	74.42	1.87	60	318	7374	59.6	1911905	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Gemmiger"	"s__Gemmiger sp900539695"	65.07
"Sg_EA72_24"	0	0	0	11	"True"	70.65	1.75	100	169	17356	44	2184981	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A sp900548245"	61.9
"Sg_EA72_25"	0	0	0	11	"True"	85.73	1.27	100	296	11691	44.7	2410587	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Hominisplanchenecus"	"s__Hominisplanchenecus faecis"	79.38
"Sg_EA72_26"	0	0	0	15	"True"	93.88	1.24	33.33	112	29734	41.8	2089656	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__UBA11774"	"s__UBA11774 sp003507655"	87.68
"Sg_EA72_27"	1	0	0	22	"True"	99.6	0.65	0	42	88878	63.8	2258238	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella sp900548365"	96.35
"Sg_EA72_28"	0	0	0	7	"False"	51.4	8.83	58.76	853	3124	52.2	2488361	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Escherichia"	"s__"	7.25
"Sg_EA72_29"	0	0	0	14	"False"	95.94	1.5	0	350	14252	37.8	3778565	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerobutyricum"	"s__Anaerobutyricum hallii"	88.44
"Sg_EA72_3"	2	0	0	16	"True"	98.58	0	0	38	67224	46.2	1919065	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Baileyella"	"s__Baileyella intestinalis"	98.58
"Sg_EA72_30"	0	0	0	17	"True"	90.05	0	0	38	75437	42	2155895	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__CAG-317"	"s__CAG-317 sp000433535"	90.05
"Sg_EA72_31"	0	0	0	19	"True"	95.71	1.9	0	92	41399	48.5	2754371	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Fusicatenibacter"	"s__Fusicatenibacter saccharivorans"	86.21
"Sg_EA72_32"	0	0	0	5	"True"	59.61	1.07	25	700	2161	62	1420384	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAG-103"	"s__CAG-103 sp900757655"	54.26
"Sg_EA72_33"	0	0	0	7	"False"	62.16	0	0	765	2375	48.8	1686275	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Anaerovoracaceae"	"g__Lentihominibacter"	"s__Lentihominibacter sp900066305"	62.16
"Sg_EA72_4"	0	0	0	6	"False"	78.48	4.47	45.45	452	5785	33.3	2193213	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Eubacterium_G"	"s__Eubacterium_G sp000435815"	56.13
"Sg_EA72_5"	0	0	0	13	"False"	86.09	3.22	33.33	254	15637	43.2	3076066	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A faecis"	69.99
"Sg_EA72_6"	0	0	0	22	"True"	96.53	0	0	85	52227	37.7	2714111	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Longicatena"	"s__Longicatena caecimuris"	96.53
"Sg_EA72_7"	7	0	0	11	"False"	90.32	2.11	33.33	242	15394	27	2744695	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Peptostreptococcaceae"	"g__Romboutsia"	"s__Romboutsia timonensis"	79.77
"Sg_EA72_8"	2	0	0	13	"True"	65.17	0	0	722	5349	44.6	3084652	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Clostridium_AQ"	"s__Clostridium_AQ innocuum"	65.17
"Sg_EA72_9"	3	0	0	22	"False"	97.26	2.59	57.14	280	18197	55.4	3220243	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium prausnitzii_D"	84.31
"Sg_EA73_1"	2	0	0	21	"True"	89.86	3.64	88.89	729	7308	50.9	4139231	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Escherichia"	"s__Escherichia coli"	71.66
"Sg_EA73_2"	0	0	0	19	"True"	97.99	1.42	40	164	30315	38.2	2839043	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__UBA1381"	"f__UBA1381"	"g__CAG-41"	"s__CAG-41 sp900066215"	90.89
"Sg_EA73_3"	7	0	0	19	"True"	98.11	0.94	0	126	33245	28.9	2849441	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Coprobacillaceae"	"g__Faecalibacillus"	"s__Faecalibacillus intestinalis"	93.41
"Sg_EA73_4"	0	0	0	4	"True"	61.82	5.36	38.46	677	1769	40.7	1140756	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus salivarius"	35.02
"Sg_EA73_5"	0	0	2	14	"True"	52.47	0.06	100	200	17361	41.7	1813269	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A wexlerae"	52.17
"Sg_EA73_6"	0	0	0	16	"True"	73.36	1.27	33.33	84	37404	44.3	2246320	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A massiliensis"	67.01
"Sg_EA73_7"	0	0	0	19	"True"	95.88	2.93	28.57	127	34727	37	2854468	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerostipes"	"s__Anaerostipes hadrus"	81.23
"Sg_EA73_8"	0	0	0	15	"True"	96	3.31	25	513	9988	27.9	3673036	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Clostridiales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium cuniculi"	79.45
"Sg_EA76_1"	0	0	0	16	"True"	88.3	2.22	0	208	18889	38.3	2725596	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia stercoris"	77.2
"Sg_EA76_10"	0	0	0	12	"True"	95.27	1.48	0	217	18321	45.8	2807820	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Oliverpabstia"	"s__Oliverpabstia faecicola"	87.87
"Sg_EA76_11"	0	0	0	12	"True"	90.62	1.73	44.44	191	9357	41	1397725	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus alactolyticus"	81.97
"Sg_EA76_12"	0	0	0	14	"False"	68.9	6.17	12.5	306	7771	41.2	1926681	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Dorea"	"s__Dorea formicigenerans"	38.05
"Sg_EA76_13"	2	0	0	21	"True"	97.98	1.38	33.33	130	33568	33.5	2458299	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Holdemanella"	"s__Holdemanella biformis"	91.08
"Sg_EA76_14"	0	0	0	15	"False"	75.86	1.6	0	561	2399	27.9	1236112	"d__Archaea"	"p__Methanobacteriota"	"c__Methanobacteria"	"o__Methanobacteriales"	"f__Methanobacteriaceae"	"g__Methanosphaera"	"s__Methanosphaera stadtmanae"	67.86
"Sg_EA76_15"	0	0	0	6	"True"	54.56	0	0	116	12542	43.1	1074268	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia_A"	"s__Blautia_A sp000285855"	54.56
"Sg_EA76_16"	0	0	0	12	"True"	68.18	0.49	100	252	6562	41.6	1435077	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Mediterraneibacter"	"s__Mediterraneibacter faecis"	65.73
"Sg_EA76_17"	1	0	0	19	"True"	91.56	0	0	266	15094	58.6	2780202	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Gemmiger"	"s__Gemmiger sp900540595"	91.56
"Sg_EA76_18"	0	0	0	15	"True"	72.55	0	0	596	4668	48.9	2353258	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Fusicatenibacter"	"s__Fusicatenibacter saccharivorans"	72.55
"Sg_EA76_19"	1	0	0	16	"True"	78.44	2.95	50	508	4106	61.2	1688334	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium prausnitzii_E"	63.69
"Sg_EA76_2"	0	0	0	12	"False"	81.73	1.99	18.75	339	9369	38.5	2461279	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerobutyricum"	"s__Anaerobutyricum hallii"	71.78
"Sg_EA76_20"	1	0	0	20	"True"	95.69	6.61	29.17	819	3191	60.2	2232598	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"	"s__Collinsella sp003436275"	62.64
"Sg_EA76_22"	0	0	0	6	"True"	54.1	1.57	75	586	1758	54.1	1008522	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-217"	"s__CAG-217 sp000436335"	46.25
"Sg_EA76_23"	0	0	0	12	"False"	51.48	5.37	16.67	1077	1642	61.5	1767961	"d__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Senegalimassilia"	"s__Senegalimassilia anaerobia"	24.63
"Sg_EA76_3"	5	0	0	11	"True"	91.9	3.3	50	411	8253	28.9	2566732	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Erysipelotrichales"	"f__Coprobacillaceae"	"g__Faecalibacillus"	"s__Faecalibacillus intestinalis"	75.4
"Sg_EA76_4"	2	0	0	20	"True"	92.08	4.46	80.3	1322	3818	51.3	4008461	"d__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Escherichia"	"s__Escherichia coli"	69.78
"Sg_EA76_6"	0	0	0	11	"True"	85.47	1.11	75	179	14996	39	2010445	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia hansenii"	79.92
"Sg_EA76_7"	0	0	0	9	"False"	73.01	2.22	11.11	1005	2531	38.3	2278322	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__UBA1381"	"f__UBA1381"	"g__CAG-41"	"s__CAG-41 sp900066215"	61.91
"Sg_EA76_8"	0	0	0	5	"True"	74.99	2.37	55.56	274	6412	40.2	1496187	"d__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus sp001556435"	63.14
"Sg_EA76_9"	0	0	0	15	"True"	89.05	2.98	54.55	319	8682	42.4	2194988	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Agathobacter"	"s__Agathobacter rectalis"	74.15
"Sg_EB01_1"	0	0	0	18	"False"	91.17	2.19	33.33	486	10816	42.2	4010116	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola vulgatus"	80.22
